targetTime,actualGeneration
2024-01-19T15:30:00Z,13901.0
2024-01-19T16:00:00Z,13906.0
2024-01-19T16:30:00Z,13697.0
2024-01-19T17:00:00Z,13613.0
2024-01-19T17:30:00Z,13892.0
2024-01-19T18:00:00Z,14025.0
2024-01-19T18:30:00Z,14184.0
2024-01-19T19:00:00Z,14208.0
2024-01-19T19:30:00Z,14358.0
2024-01-19T20:00:00Z,14634.0
2024-01-19T20:30:00Z,14687.0
2024-01-19T21:00:00Z,13992.0
2024-01-19T21:30:00Z,13871.0
2024-01-19T22:00:00Z,13956.0
2024-01-19T22:30:00Z,14014.0
2024-01-19T23:00:00Z,14025.0
2024-01-19T23:30:00Z,13845.0
2024-01-20T00:00:00Z,13736.0
2024-01-20T00:30:00Z,13852.0
2024-01-20T01:00:00Z,13650.0
2024-01-20T01:30:00Z,13788.0
2024-01-20T02:00:00Z,14124.0
2024-01-20T02:30:00Z,14310.0
2024-01-20T03:00:00Z,14459.0
2024-01-20T03:30:00Z,14755.0
2024-01-20T04:00:00Z,14938.0
2024-01-20T04:30:00Z,15096.0
2024-01-20T05:00:00Z,15267.0
2024-01-20T05:30:00Z,15062.0
2024-01-20T06:00:00Z,14918.0
2024-01-20T06:30:00Z,14860.0
2024-01-20T07:00:00Z,14954.0
2024-01-20T07:30:00Z,15094.0
2024-01-20T08:00:00Z,15281.0
2024-01-20T08:30:00Z,15331.0
2024-01-20T09:00:00Z,15269.0
2024-01-20T09:30:00Z,15181.0
2024-01-20T10:00:00Z,15432.0
2024-01-20T10:30:00Z,15707.0
2024-01-20T11:00:00Z,15970.0
2024-01-20T11:30:00Z,16245.0
2024-01-20T12:00:00Z,16185.0
2024-01-20T12:30:00Z,16283.0
2024-01-20T13:00:00Z,16129.0
2024-01-20T13:30:00Z,16137.0
2024-01-20T14:00:00Z,16279.0
2024-01-20T14:30:00Z,16253.0
2024-01-20T15:00:00Z,16261.0
2024-01-20T15:30:00Z,16034.0
2024-01-20T16:00:00Z,16240.0
2024-01-20T16:30:00Z,16244.0
2024-01-20T17:00:00Z,16246.0
2024-01-20T17:30:00Z,16185.0
2024-01-20T18:00:00Z,16073.0
2024-01-20T18:30:00Z,15971.0
2024-01-20T19:00:00Z,15985.0
2024-01-20T19:30:00Z,15950.0
2024-01-20T20:00:00Z,16260.0
2024-01-20T20:30:00Z,16662.0
2024-01-20T21:00:00Z,16434.0
2024-01-20T21:30:00Z,16143.0
2024-01-20T22:00:00Z,16118.0
2024-01-20T22:30:00Z,16102.0
2024-01-20T23:00:00Z,16072.0
2024-01-20T23:30:00Z,15959.0
2024-01-21T00:00:00Z,15884.0
2024-01-21T00:30:00Z,15535.0
2024-01-21T01:00:00Z,15248.0
2024-01-21T01:30:00Z,15132.0
2024-01-21T02:00:00Z,14809.0
2024-01-21T02:30:00Z,14637.0
2024-01-21T03:00:00Z,14474.0
2024-01-21T03:30:00Z,14028.0
2024-01-21T04:00:00Z,13775.0
2024-01-21T04:30:00Z,14036.0
2024-01-21T05:00:00Z,14540.0
2024-01-21T05:30:00Z,14247.0
2024-01-21T06:00:00Z,13505.0
2024-01-21T06:30:00Z,14168.0
2024-01-21T07:00:00Z,14359.0
2024-01-21T07:30:00Z,14343.0
2024-01-21T08:00:00Z,14072.0
2024-01-21T08:30:00Z,14152.0
2024-01-21T09:00:00Z,14474.0
2024-01-21T09:30:00Z,15158.0
2024-01-21T10:00:00Z,15221.0
2024-01-21T10:30:00Z,14975.0
2024-01-21T11:00:00Z,15127.0
2024-01-21T11:30:00Z,15761.0
2024-01-21T12:00:00Z,15746.0
2024-01-21T12:30:00Z,15338.0
2024-01-21T13:00:00Z,14874.0
2024-01-21T13:30:00Z,14969.0
2024-01-21T14:00:00Z,14866.0
2024-01-21T14:30:00Z,15018.0
2024-01-21T15:00:00Z,14802.0
2024-01-21T15:30:00Z,14627.0
2024-01-21T16:00:00Z,14731.0
2024-01-21T16:30:00Z,14708.0
2024-01-21T17:00:00Z,14630.0
2024-01-21T17:30:00Z,14190.0
2024-01-21T18:00:00Z,13740.0
2024-01-21T18:30:00Z,13028.0
2024-01-21T19:00:00Z,12901.0
2024-01-21T19:30:00Z,11789.0
2024-01-21T20:00:00Z,11299.0
2024-01-21T20:30:00Z,10202.0
2024-01-21T21:00:00Z,9112.0
2024-01-21T21:30:00Z,8197.0
2024-01-21T22:00:00Z,8108.0
2024-01-21T22:30:00Z,8182.0
2024-01-21T23:00:00Z,8493.0
2024-01-21T23:30:00Z,8503.0
2024-01-22T00:00:00Z,8662.0
2024-01-22T00:30:00Z,8485.0
2024-01-22T01:00:00Z,8121.0
2024-01-22T01:30:00Z,8344.0
2024-01-22T02:00:00Z,8638.0
2024-01-22T02:30:00Z,9403.0
2024-01-22T03:00:00Z,10235.0
2024-01-22T03:30:00Z,10824.0
2024-01-22T04:00:00Z,11196.0
2024-01-22T04:30:00Z,11465.0
2024-01-22T05:00:00Z,11531.0
2024-01-22T05:30:00Z,11847.0
2024-01-22T06:00:00Z,12139.0
2024-01-22T06:30:00Z,12742.0
2024-01-22T07:00:00Z,13423.0
2024-01-22T07:30:00Z,14265.0
2024-01-22T08:00:00Z,14698.0
2024-01-22T08:30:00Z,14883.0
2024-01-22T09:00:00Z,14969.0
