targetTime,publishTime,forecastGeneration
2023-12-30T21:00:00Z,2023-12-30T02:30:00Z,15816.0
2023-12-30T21:00:00Z,2023-12-30T04:30:00Z,15817.0
2023-12-30T21:00:00Z,2023-12-30T07:30:00Z,15286.0
2023-12-30T21:00:00Z,2023-12-30T09:30:00Z,15286.0
2023-12-30T21:00:00Z,2023-12-30T11:30:00Z,15287.0
2023-12-30T21:00:00Z,2023-12-30T15:30:00Z,15273.0
2023-12-30T21:00:00Z,2023-12-30T18:30:00Z,15297.0
2023-12-30T21:00:00Z,2023-12-30T22:30:00Z,15300.0
2023-12-30T22:00:00Z,2023-12-30T02:30:00Z,15559.0
2023-12-30T22:00:00Z,2023-12-30T04:30:00Z,15560.0
2023-12-30T22:00:00Z,2023-12-30T07:30:00Z,14843.0
2023-12-30T22:00:00Z,2023-12-30T09:30:00Z,14843.0
2023-12-30T22:00:00Z,2023-12-30T11:30:00Z,14844.0
2023-12-30T22:00:00Z,2023-12-30T15:30:00Z,14772.0
2023-12-30T22:00:00Z,2023-12-30T18:30:00Z,14800.0
2023-12-30T22:00:00Z,2023-12-30T22:30:00Z,14798.0
2023-12-30T23:00:00Z,2023-12-30T02:30:00Z,15135.0
2023-12-30T23:00:00Z,2023-12-30T04:30:00Z,15136.0
2023-12-30T23:00:00Z,2023-12-30T07:30:00Z,14506.0
2023-12-30T23:00:00Z,2023-12-30T09:30:00Z,14506.0
2023-12-30T23:00:00Z,2023-12-30T11:30:00Z,14507.0
2023-12-30T23:00:00Z,2023-12-30T15:30:00Z,14447.0
2023-12-30T23:00:00Z,2023-12-30T18:30:00Z,14443.0
2023-12-30T23:00:00Z,2023-12-30T22:30:00Z,14441.0
2023-12-31T00:00:00Z,2023-12-30T02:30:00Z,14694.0
2023-12-31T00:00:00Z,2023-12-30T04:30:00Z,14698.0
2023-12-31T00:00:00Z,2023-12-30T07:30:00Z,14047.0
2023-12-31T00:00:00Z,2023-12-30T09:30:00Z,14047.0
2023-12-31T00:00:00Z,2023-12-30T11:30:00Z,14053.0
2023-12-31T00:00:00Z,2023-12-30T15:30:00Z,14085.0
2023-12-31T00:00:00Z,2023-12-30T18:30:00Z,14094.0
2023-12-31T00:00:00Z,2023-12-30T22:30:00Z,14093.0
2023-12-31T01:00:00Z,2023-12-30T02:30:00Z,14339.0
2023-12-31T01:00:00Z,2023-12-30T04:30:00Z,14339.0
2023-12-31T01:00:00Z,2023-12-30T07:30:00Z,13700.0
2023-12-31T01:00:00Z,2023-12-30T09:30:00Z,13704.0
2023-12-31T01:00:00Z,2023-12-30T11:30:00Z,13708.0
2023-12-31T01:00:00Z,2023-12-30T15:30:00Z,13700.0
2023-12-31T01:00:00Z,2023-12-30T18:30:00Z,13676.0
2023-12-31T01:00:00Z,2023-12-30T22:30:00Z,13667.0
2023-12-31T02:00:00Z,2023-12-30T02:30:00Z,13985.0
2023-12-31T02:00:00Z,2023-12-30T04:30:00Z,13987.0
2023-12-31T02:00:00Z,2023-12-30T07:30:00Z,13462.0
2023-12-31T02:00:00Z,2023-12-30T09:30:00Z,13463.0
2023-12-31T02:00:00Z,2023-12-30T11:30:00Z,13470.0
2023-12-31T02:00:00Z,2023-12-30T15:30:00Z,13540.0
2023-12-31T02:00:00Z,2023-12-30T18:30:00Z,13559.0
2023-12-31T02:00:00Z,2023-12-30T22:30:00Z,13550.0
2023-12-31T03:00:00Z,2023-12-30T02:30:00Z,13692.0
2023-12-31T03:00:00Z,2023-12-30T04:30:00Z,13704.0
2023-12-31T03:00:00Z,2023-12-30T07:30:00Z,13130.0
2023-12-31T03:00:00Z,2023-12-30T09:30:00Z,13129.0
2023-12-31T03:00:00Z,2023-12-30T11:30:00Z,13132.0
2023-12-31T03:00:00Z,2023-12-30T15:30:00Z,13182.0
2023-12-31T03:00:00Z,2023-12-30T18:30:00Z,13288.0
2023-12-31T03:00:00Z,2023-12-30T22:30:00Z,13288.0
2023-12-31T04:00:00Z,2023-12-30T02:30:00Z,13114.0
2023-12-31T04:00:00Z,2023-12-30T04:30:00Z,13111.0
2023-12-31T04:00:00Z,2023-12-30T07:30:00Z,12610.0
2023-12-31T04:00:00Z,2023-12-30T09:30:00Z,12610.0
2023-12-31T04:00:00Z,2023-12-30T11:30:00Z,12613.0
2023-12-31T04:00:00Z,2023-12-30T15:30:00Z,12715.0
2023-12-31T04:00:00Z,2023-12-30T18:30:00Z,12783.0
2023-12-31T04:00:00Z,2023-12-30T22:30:00Z,12794.0
2023-12-31T05:00:00Z,2023-12-30T02:30:00Z,12756.0
2023-12-31T05:00:00Z,2023-12-30T04:30:00Z,12754.0
2023-12-31T05:00:00Z,2023-12-30T07:30:00Z,12207.0
2023-12-31T05:00:00Z,2023-12-30T09:30:00Z,12208.0
2023-12-31T05:00:00Z,2023-12-30T11:30:00Z,12204.0
2023-12-31T05:00:00Z,2023-12-30T15:30:00Z,12248.0
2023-12-31T05:00:00Z,2023-12-30T18:30:00Z,12355.0
2023-12-31T05:00:00Z,2023-12-30T22:30:00Z,12356.0
2023-12-31T06:00:00Z,2023-12-30T02:30:00Z,12538.0
2023-12-31T06:00:00Z,2023-12-30T04:30:00Z,12551.0
2023-12-31T06:00:00Z,2023-12-30T07:30:00Z,12017.0
2023-12-31T06:00:00Z,2023-12-30T09:30:00Z,12016.0
2023-12-31T06:00:00Z,2023-12-30T11:30:00Z,12002.0
2023-12-31T06:00:00Z,2023-12-30T15:30:00Z,12093.0
2023-12-31T06:00:00Z,2023-12-30T18:30:00Z,12141.0
2023-12-31T06:00:00Z,2023-12-30T22:30:00Z,12143.0
2023-12-31T07:00:00Z,2023-12-30T02:30:00Z,12157.0
2023-12-31T07:00:00Z,2023-12-30T04:30:00Z,12157.0
2023-12-31T07:00:00Z,2023-12-30T07:30:00Z,11848.0
2023-12-31T07:00:00Z,2023-12-30T09:30:00Z,11850.0
2023-12-31T07:00:00Z,2023-12-30T11:30:00Z,11848.0
2023-12-31T07:00:00Z,2023-12-30T15:30:00Z,11998.0
2023-12-31T07:00:00Z,2023-12-30T18:30:00Z,12020.0
2023-12-31T07:00:00Z,2023-12-30T22:30:00Z,12021.0
2023-12-31T08:00:00Z,2023-12-30T02:30:00Z,12133.0
2023-12-31T08:00:00Z,2023-12-30T04:30:00Z,12134.0
2023-12-31T08:00:00Z,2023-12-30T07:30:00Z,11829.0
2023-12-31T08:00:00Z,2023-12-30T09:30:00Z,11832.0
2023-12-31T08:00:00Z,2023-12-30T11:30:00Z,11839.0
2023-12-31T08:00:00Z,2023-12-30T15:30:00Z,12079.0
2023-12-31T08:00:00Z,2023-12-30T18:30:00Z,12106.0
2023-12-31T08:00:00Z,2023-12-30T22:30:00Z,12107.0
2023-12-31T09:00:00Z,2023-12-30T02:30:00Z,12141.0
2023-12-31T09:00:00Z,2023-12-30T04:30:00Z,12141.0
2023-12-31T09:00:00Z,2023-12-30T07:30:00Z,11926.0
2023-12-31T09:00:00Z,2023-12-30T09:30:00Z,11927.0
2023-12-31T09:00:00Z,2023-12-30T11:30:00Z,11932.0
2023-12-31T09:00:00Z,2023-12-30T15:30:00Z,12225.0
2023-12-31T09:00:00Z,2023-12-30T18:30:00Z,12191.0
2023-12-31T09:00:00Z,2023-12-30T22:30:00Z,12192.0
2023-12-31T10:00:00Z,2023-12-30T02:30:00Z,12021.0
2023-12-31T10:00:00Z,2023-12-30T04:30:00Z,12021.0
2023-12-31T10:00:00Z,2023-12-30T07:30:00Z,11997.0
2023-12-31T10:00:00Z,2023-12-30T09:30:00Z,11996.0
2023-12-31T10:00:00Z,2023-12-30T11:30:00Z,12000.0
2023-12-31T10:00:00Z,2023-12-30T15:30:00Z,12333.0
2023-12-31T10:00:00Z,2023-12-30T18:30:00Z,12296.0
2023-12-31T10:00:00Z,2023-12-30T22:30:00Z,12294.0
2023-12-31T11:00:00Z,2023-12-30T02:30:00Z,11871.0
2023-12-31T11:00:00Z,2023-12-30T04:30:00Z,11871.0
2023-12-31T11:00:00Z,2023-12-30T07:30:00Z,11839.0
2023-12-31T11:00:00Z,2023-12-30T09:30:00Z,11838.0
2023-12-31T11:00:00Z,2023-12-30T11:30:00Z,11843.0
2023-12-31T11:00:00Z,2023-12-30T15:30:00Z,12225.0
2023-12-31T11:00:00Z,2023-12-30T18:30:00Z,12226.0
2023-12-31T11:00:00Z,2023-12-30T22:30:00Z,12225.0
2023-12-31T12:00:00Z,2023-12-30T02:30:00Z,11740.0
2023-12-31T12:00:00Z,2023-12-30T04:30:00Z,11742.0
2023-12-31T12:00:00Z,2023-12-30T07:30:00Z,11642.0
2023-12-31T12:00:00Z,2023-12-30T09:30:00Z,11641.0
2023-12-31T12:00:00Z,2023-12-30T11:30:00Z,11644.0
2023-12-31T12:00:00Z,2023-12-30T15:30:00Z,12004.0
2023-12-31T12:00:00Z,2023-12-30T18:30:00Z,11980.0
2023-12-31T12:00:00Z,2023-12-30T22:30:00Z,11978.0
2023-12-31T13:00:00Z,2023-12-30T02:30:00Z,11359.0
2023-12-31T13:00:00Z,2023-12-30T04:30:00Z,11359.0
2023-12-31T13:00:00Z,2023-12-30T07:30:00Z,11190.0
2023-12-31T13:00:00Z,2023-12-30T09:30:00Z,11189.0
2023-12-31T13:00:00Z,2023-12-30T11:30:00Z,11191.0
2023-12-31T13:00:00Z,2023-12-30T15:30:00Z,11501.0
2023-12-31T13:00:00Z,2023-12-30T18:30:00Z,11481.0
2023-12-31T13:00:00Z,2023-12-30T22:30:00Z,11480.0
2023-12-31T14:00:00Z,2023-12-30T02:30:00Z,10955.0
2023-12-31T14:00:00Z,2023-12-30T04:30:00Z,10954.0
2023-12-31T14:00:00Z,2023-12-30T07:30:00Z,10698.0
2023-12-31T14:00:00Z,2023-12-30T09:30:00Z,10698.0
2023-12-31T14:00:00Z,2023-12-30T11:30:00Z,10703.0
2023-12-31T14:00:00Z,2023-12-30T15:30:00Z,11009.0
2023-12-31T14:00:00Z,2023-12-30T18:30:00Z,11050.0
2023-12-31T14:00:00Z,2023-12-30T22:30:00Z,11050.0
2023-12-31T15:00:00Z,2023-12-30T02:30:00Z,10745.0
2023-12-31T15:00:00Z,2023-12-30T04:30:00Z,10746.0
2023-12-31T15:00:00Z,2023-12-30T07:30:00Z,10423.0
2023-12-31T15:00:00Z,2023-12-30T09:30:00Z,10422.0
2023-12-31T15:00:00Z,2023-12-30T11:30:00Z,10422.0
2023-12-31T15:00:00Z,2023-12-30T15:30:00Z,10727.0
2023-12-31T15:00:00Z,2023-12-30T18:30:00Z,10765.0
2023-12-31T15:00:00Z,2023-12-30T22:30:00Z,10765.0
2023-12-31T16:00:00Z,2023-12-30T02:30:00Z,9904.0
2023-12-31T16:00:00Z,2023-12-30T04:30:00Z,9904.0
2023-12-31T16:00:00Z,2023-12-30T07:30:00Z,10301.0
2023-12-31T16:00:00Z,2023-12-30T09:30:00Z,10301.0
2023-12-31T16:00:00Z,2023-12-30T11:30:00Z,10300.0
2023-12-31T16:00:00Z,2023-12-30T15:30:00Z,10743.0
2023-12-31T16:00:00Z,2023-12-30T18:30:00Z,10654.0
2023-12-31T16:00:00Z,2023-12-30T22:30:00Z,10655.0
2023-12-31T17:00:00Z,2023-12-30T02:30:00Z,9884.0
2023-12-31T17:00:00Z,2023-12-30T04:30:00Z,9882.0
2023-12-31T17:00:00Z,2023-12-30T07:30:00Z,10211.0
2023-12-31T17:00:00Z,2023-12-30T09:30:00Z,10213.0
2023-12-31T17:00:00Z,2023-12-30T11:30:00Z,10214.0
2023-12-31T17:00:00Z,2023-12-30T15:30:00Z,10623.0
2023-12-31T17:00:00Z,2023-12-30T18:30:00Z,10461.0
2023-12-31T17:00:00Z,2023-12-30T22:30:00Z,10461.0
2023-12-31T18:00:00Z,2023-12-30T02:30:00Z,9861.0
2023-12-31T18:00:00Z,2023-12-30T04:30:00Z,9858.0
2023-12-31T18:00:00Z,2023-12-30T07:30:00Z,10283.0
2023-12-31T18:00:00Z,2023-12-30T09:30:00Z,10283.0
2023-12-31T18:00:00Z,2023-12-30T11:30:00Z,10274.0
2023-12-31T18:00:00Z,2023-12-30T15:30:00Z,10619.0
2023-12-31T18:00:00Z,2023-12-30T18:30:00Z,10488.0
2023-12-31T18:00:00Z,2023-12-30T22:30:00Z,10489.0
2023-12-31T19:00:00Z,2023-12-30T02:30:00Z,10104.0
2023-12-31T19:00:00Z,2023-12-30T04:30:00Z,10101.0
2023-12-31T19:00:00Z,2023-12-30T07:30:00Z,10314.0
2023-12-31T19:00:00Z,2023-12-30T09:30:00Z,10315.0
2023-12-31T19:00:00Z,2023-12-30T11:30:00Z,10318.0
2023-12-31T19:00:00Z,2023-12-30T15:30:00Z,10633.0
2023-12-31T19:00:00Z,2023-12-30T18:30:00Z,10465.0
2023-12-31T19:00:00Z,2023-12-30T22:30:00Z,10467.0
2023-12-31T20:00:00Z,2023-12-30T02:30:00Z,10343.0
2023-12-31T20:00:00Z,2023-12-30T04:30:00Z,10339.0
2023-12-31T20:00:00Z,2023-12-30T07:30:00Z,10451.0
2023-12-31T20:00:00Z,2023-12-30T09:30:00Z,10451.0
2023-12-31T20:00:00Z,2023-12-30T11:30:00Z,10450.0
2023-12-31T20:00:00Z,2023-12-30T15:30:00Z,10586.0
2023-12-31T20:00:00Z,2023-12-30T18:30:00Z,10496.0
2023-12-31T20:00:00Z,2023-12-30T22:30:00Z,10497.0
2023-12-31T21:00:00Z,2023-12-30T02:30:00Z,10560.0
2023-12-31T21:00:00Z,2023-12-30T04:30:00Z,10556.0
2023-12-31T21:00:00Z,2023-12-30T07:30:00Z,10619.0
2023-12-31T21:00:00Z,2023-12-30T09:30:00Z,10618.0
2023-12-31T21:00:00Z,2023-12-30T11:30:00Z,10613.0
2023-12-31T21:00:00Z,2023-12-30T15:30:00Z,10658.0
2023-12-31T21:00:00Z,2023-12-30T18:30:00Z,10524.0
2023-12-31T21:00:00Z,2023-12-30T22:30:00Z,10524.0
2023-12-31T21:00:00Z,2023-12-31T02:30:00Z,10431.0
2023-12-31T21:00:00Z,2023-12-31T04:30:00Z,10433.0
2023-12-31T21:00:00Z,2023-12-31T07:30:00Z,10690.0
2023-12-31T21:00:00Z,2023-12-31T09:30:00Z,10690.0
2023-12-31T21:00:00Z,2023-12-31T11:30:00Z,10691.0
2023-12-31T21:00:00Z,2023-12-31T15:30:00Z,10823.0
2023-12-31T21:00:00Z,2023-12-31T18:30:00Z,10880.0
2023-12-31T21:00:00Z,2023-12-31T22:30:00Z,10878.0
2023-12-31T22:00:00Z,2023-12-30T02:30:00Z,10787.0
2023-12-31T22:00:00Z,2023-12-30T04:30:00Z,10784.0
2023-12-31T22:00:00Z,2023-12-30T07:30:00Z,10560.0
2023-12-31T22:00:00Z,2023-12-30T09:30:00Z,10559.0
2023-12-31T22:00:00Z,2023-12-30T11:30:00Z,10546.0
2023-12-31T22:00:00Z,2023-12-30T15:30:00Z,10787.0
2023-12-31T22:00:00Z,2023-12-30T18:30:00Z,10657.0
2023-12-31T22:00:00Z,2023-12-30T22:30:00Z,10657.0
2023-12-31T22:00:00Z,2023-12-31T02:30:00Z,10508.0
2023-12-31T22:00:00Z,2023-12-31T04:30:00Z,10509.0
2023-12-31T22:00:00Z,2023-12-31T07:30:00Z,10809.0
2023-12-31T22:00:00Z,2023-12-31T09:30:00Z,10809.0
2023-12-31T22:00:00Z,2023-12-31T11:30:00Z,10811.0
2023-12-31T22:00:00Z,2023-12-31T15:30:00Z,10916.0
2023-12-31T22:00:00Z,2023-12-31T18:30:00Z,10997.0
2023-12-31T22:00:00Z,2023-12-31T22:30:00Z,10999.0
2023-12-31T23:00:00Z,2023-12-30T02:30:00Z,10980.0
2023-12-31T23:00:00Z,2023-12-30T04:30:00Z,10976.0
2023-12-31T23:00:00Z,2023-12-30T07:30:00Z,10766.0
2023-12-31T23:00:00Z,2023-12-30T09:30:00Z,10765.0
2023-12-31T23:00:00Z,2023-12-30T11:30:00Z,10742.0
2023-12-31T23:00:00Z,2023-12-30T15:30:00Z,10938.0
2023-12-31T23:00:00Z,2023-12-30T18:30:00Z,10811.0
2023-12-31T23:00:00Z,2023-12-30T22:30:00Z,10811.0
2023-12-31T23:00:00Z,2023-12-31T02:30:00Z,10705.0
2023-12-31T23:00:00Z,2023-12-31T04:30:00Z,10708.0
2023-12-31T23:00:00Z,2023-12-31T07:30:00Z,10980.0
2023-12-31T23:00:00Z,2023-12-31T09:30:00Z,10980.0
2023-12-31T23:00:00Z,2023-12-31T11:30:00Z,10980.0
2023-12-31T23:00:00Z,2023-12-31T15:30:00Z,11108.0
2023-12-31T23:00:00Z,2023-12-31T18:30:00Z,11165.0
2023-12-31T23:00:00Z,2023-12-31T22:30:00Z,11167.0
2024-01-01T00:00:00Z,2023-12-30T02:30:00Z,11145.0
2024-01-01T00:00:00Z,2023-12-30T04:30:00Z,11141.0
2024-01-01T00:00:00Z,2023-12-30T07:30:00Z,10929.0
2024-01-01T00:00:00Z,2023-12-30T09:30:00Z,10928.0
2024-01-01T00:00:00Z,2023-12-30T11:30:00Z,10915.0
2024-01-01T00:00:00Z,2023-12-30T15:30:00Z,11102.0
2024-01-01T00:00:00Z,2023-12-30T18:30:00Z,10951.0
2024-01-01T00:00:00Z,2023-12-30T22:30:00Z,10950.0
2024-01-01T00:00:00Z,2023-12-31T02:30:00Z,10904.0
2024-01-01T00:00:00Z,2023-12-31T04:30:00Z,10906.0
2024-01-01T00:00:00Z,2023-12-31T07:30:00Z,11166.0
2024-01-01T00:00:00Z,2023-12-31T09:30:00Z,11167.0
2024-01-01T00:00:00Z,2023-12-31T11:30:00Z,11169.0
2024-01-01T00:00:00Z,2023-12-31T15:30:00Z,11334.0
2024-01-01T00:00:00Z,2023-12-31T18:30:00Z,11453.0
2024-01-01T00:00:00Z,2023-12-31T22:30:00Z,11453.0
2024-01-01T01:00:00Z,2023-12-30T02:30:00Z,11383.0
2024-01-01T01:00:00Z,2023-12-30T04:30:00Z,11379.0
2024-01-01T01:00:00Z,2023-12-30T07:30:00Z,11154.0
2024-01-01T01:00:00Z,2023-12-30T09:30:00Z,11153.0
2024-01-01T01:00:00Z,2023-12-30T11:30:00Z,11123.0
2024-01-01T01:00:00Z,2023-12-30T15:30:00Z,11293.0
2024-01-01T01:00:00Z,2023-12-30T18:30:00Z,11078.0
2024-01-01T01:00:00Z,2023-12-30T22:30:00Z,11077.0
2024-01-01T01:00:00Z,2023-12-31T02:30:00Z,10940.0
2024-01-01T01:00:00Z,2023-12-31T04:30:00Z,10940.0
2024-01-01T01:00:00Z,2023-12-31T07:30:00Z,11318.0
2024-01-01T01:00:00Z,2023-12-31T09:30:00Z,11318.0
2024-01-01T01:00:00Z,2023-12-31T11:30:00Z,11320.0
2024-01-01T01:00:00Z,2023-12-31T15:30:00Z,11618.0
2024-01-01T01:00:00Z,2023-12-31T18:30:00Z,11841.0
2024-01-01T01:00:00Z,2023-12-31T22:30:00Z,11838.0
2024-01-01T02:00:00Z,2023-12-30T02:30:00Z,11608.0
2024-01-01T02:00:00Z,2023-12-30T04:30:00Z,11604.0
2024-01-01T02:00:00Z,2023-12-30T07:30:00Z,11362.0
2024-01-01T02:00:00Z,2023-12-30T09:30:00Z,11361.0
2024-01-01T02:00:00Z,2023-12-30T11:30:00Z,11333.0
2024-01-01T02:00:00Z,2023-12-30T15:30:00Z,11477.0
2024-01-01T02:00:00Z,2023-12-30T18:30:00Z,11232.0
2024-01-01T02:00:00Z,2023-12-30T22:30:00Z,11232.0
2024-01-01T02:00:00Z,2023-12-31T02:30:00Z,11159.0
2024-01-01T02:00:00Z,2023-12-31T04:30:00Z,11158.0
2024-01-01T02:00:00Z,2023-12-31T07:30:00Z,11606.0
2024-01-01T02:00:00Z,2023-12-31T09:30:00Z,11606.0
2024-01-01T02:00:00Z,2023-12-31T11:30:00Z,11605.0
2024-01-01T02:00:00Z,2023-12-31T15:30:00Z,11902.0
2024-01-01T02:00:00Z,2023-12-31T18:30:00Z,12092.0
2024-01-01T02:00:00Z,2023-12-31T22:30:00Z,12090.0
2024-01-01T03:00:00Z,2023-12-30T02:30:00Z,11826.0
2024-01-01T03:00:00Z,2023-12-30T04:30:00Z,11821.0
2024-01-01T03:00:00Z,2023-12-30T07:30:00Z,11558.0
2024-01-01T03:00:00Z,2023-12-30T09:30:00Z,11557.0
2024-01-01T03:00:00Z,2023-12-30T11:30:00Z,11543.0
2024-01-01T03:00:00Z,2023-12-30T15:30:00Z,11566.0
2024-01-01T03:00:00Z,2023-12-30T18:30:00Z,11351.0
2024-01-01T03:00:00Z,2023-12-30T22:30:00Z,11350.0
2024-01-01T03:00:00Z,2023-12-31T02:30:00Z,11347.0
2024-01-01T03:00:00Z,2023-12-31T04:30:00Z,11346.0
2024-01-01T03:00:00Z,2023-12-31T07:30:00Z,11801.0
2024-01-01T03:00:00Z,2023-12-31T09:30:00Z,11801.0
2024-01-01T03:00:00Z,2023-12-31T11:30:00Z,11797.0
2024-01-01T03:00:00Z,2023-12-31T15:30:00Z,12196.0
2024-01-01T03:00:00Z,2023-12-31T18:30:00Z,12430.0
2024-01-01T03:00:00Z,2023-12-31T22:30:00Z,12428.0
2024-01-01T04:00:00Z,2023-12-30T02:30:00Z,11935.0
2024-01-01T04:00:00Z,2023-12-30T04:30:00Z,11930.0
2024-01-01T04:00:00Z,2023-12-30T07:30:00Z,11727.0
2024-01-01T04:00:00Z,2023-12-30T09:30:00Z,11726.0
2024-01-01T04:00:00Z,2023-12-30T11:30:00Z,11717.0
2024-01-01T04:00:00Z,2023-12-30T15:30:00Z,11646.0
2024-01-01T04:00:00Z,2023-12-30T18:30:00Z,11644.0
2024-01-01T04:00:00Z,2023-12-30T22:30:00Z,11644.0
2024-01-01T04:00:00Z,2023-12-31T02:30:00Z,11609.0
2024-01-01T04:00:00Z,2023-12-31T04:30:00Z,11608.0
2024-01-01T04:00:00Z,2023-12-31T07:30:00Z,12028.0
2024-01-01T04:00:00Z,2023-12-31T09:30:00Z,12029.0
2024-01-01T04:00:00Z,2023-12-31T11:30:00Z,12021.0
2024-01-01T04:00:00Z,2023-12-31T15:30:00Z,12468.0
2024-01-01T04:00:00Z,2023-12-31T18:30:00Z,12775.0
2024-01-01T04:00:00Z,2023-12-31T22:30:00Z,12775.0
2024-01-01T05:00:00Z,2023-12-30T02:30:00Z,12045.0
2024-01-01T05:00:00Z,2023-12-30T04:30:00Z,12039.0
2024-01-01T05:00:00Z,2023-12-30T07:30:00Z,11890.0
2024-01-01T05:00:00Z,2023-12-30T09:30:00Z,11888.0
2024-01-01T05:00:00Z,2023-12-30T11:30:00Z,11884.0
2024-01-01T05:00:00Z,2023-12-30T15:30:00Z,11812.0
2024-01-01T05:00:00Z,2023-12-30T18:30:00Z,11707.0
2024-01-01T05:00:00Z,2023-12-30T22:30:00Z,11706.0
2024-01-01T05:00:00Z,2023-12-31T02:30:00Z,11704.0
2024-01-01T05:00:00Z,2023-12-31T04:30:00Z,11703.0
2024-01-01T05:00:00Z,2023-12-31T07:30:00Z,12137.0
2024-01-01T05:00:00Z,2023-12-31T09:30:00Z,12137.0
2024-01-01T05:00:00Z,2023-12-31T11:30:00Z,12129.0
2024-01-01T05:00:00Z,2023-12-31T15:30:00Z,12614.0
2024-01-01T05:00:00Z,2023-12-31T18:30:00Z,12877.0
2024-01-01T05:00:00Z,2023-12-31T22:30:00Z,12877.0
2024-01-01T06:00:00Z,2023-12-30T02:30:00Z,12154.0
2024-01-01T06:00:00Z,2023-12-30T04:30:00Z,12148.0
2024-01-01T06:00:00Z,2023-12-30T07:30:00Z,12046.0
2024-01-01T06:00:00Z,2023-12-30T09:30:00Z,12044.0
2024-01-01T06:00:00Z,2023-12-30T11:30:00Z,12045.0
2024-01-01T06:00:00Z,2023-12-30T15:30:00Z,11973.0
2024-01-01T06:00:00Z,2023-12-30T18:30:00Z,11838.0
2024-01-01T06:00:00Z,2023-12-30T22:30:00Z,11837.0
2024-01-01T06:00:00Z,2023-12-31T02:30:00Z,11812.0
2024-01-01T06:00:00Z,2023-12-31T04:30:00Z,11810.0
2024-01-01T06:00:00Z,2023-12-31T07:30:00Z,12277.0
2024-01-01T06:00:00Z,2023-12-31T09:30:00Z,12276.0
2024-01-01T06:00:00Z,2023-12-31T11:30:00Z,12268.0
2024-01-01T06:00:00Z,2023-12-31T15:30:00Z,12705.0
2024-01-01T06:00:00Z,2023-12-31T18:30:00Z,12920.0
2024-01-01T06:00:00Z,2023-12-31T22:30:00Z,12921.0
2024-01-01T07:00:00Z,2023-12-30T02:30:00Z,12146.0
2024-01-01T07:00:00Z,2023-12-30T04:30:00Z,12139.0
2024-01-01T07:00:00Z,2023-12-30T07:30:00Z,12168.0
2024-01-01T07:00:00Z,2023-12-30T09:30:00Z,12165.0
2024-01-01T07:00:00Z,2023-12-30T11:30:00Z,12169.0
2024-01-01T07:00:00Z,2023-12-30T15:30:00Z,12111.0
2024-01-01T07:00:00Z,2023-12-30T18:30:00Z,11835.0
2024-01-01T07:00:00Z,2023-12-30T22:30:00Z,11832.0
2024-01-01T07:00:00Z,2023-12-31T02:30:00Z,11852.0
2024-01-01T07:00:00Z,2023-12-31T04:30:00Z,11851.0
2024-01-01T07:00:00Z,2023-12-31T07:30:00Z,12284.0
2024-01-01T07:00:00Z,2023-12-31T09:30:00Z,12284.0
2024-01-01T07:00:00Z,2023-12-31T11:30:00Z,12272.0
2024-01-01T07:00:00Z,2023-12-31T15:30:00Z,12715.0
2024-01-01T07:00:00Z,2023-12-31T18:30:00Z,12968.0
2024-01-01T07:00:00Z,2023-12-31T22:30:00Z,12969.0
2024-01-01T08:00:00Z,2023-12-30T02:30:00Z,12124.0
2024-01-01T08:00:00Z,2023-12-30T04:30:00Z,12116.0
2024-01-01T08:00:00Z,2023-12-30T07:30:00Z,12295.0
2024-01-01T08:00:00Z,2023-12-30T09:30:00Z,12293.0
2024-01-01T08:00:00Z,2023-12-30T11:30:00Z,12299.0
2024-01-01T08:00:00Z,2023-12-30T15:30:00Z,12255.0
2024-01-01T08:00:00Z,2023-12-30T18:30:00Z,11854.0
2024-01-01T08:00:00Z,2023-12-30T22:30:00Z,11853.0
2024-01-01T08:00:00Z,2023-12-31T02:30:00Z,11849.0
2024-01-01T08:00:00Z,2023-12-31T04:30:00Z,11848.0
2024-01-01T08:00:00Z,2023-12-31T07:30:00Z,12306.0
2024-01-01T08:00:00Z,2023-12-31T09:30:00Z,12306.0
2024-01-01T08:00:00Z,2023-12-31T11:30:00Z,12299.0
2024-01-01T08:00:00Z,2023-12-31T15:30:00Z,12649.0
2024-01-01T08:00:00Z,2023-12-31T18:30:00Z,12833.0
2024-01-01T08:00:00Z,2023-12-31T22:30:00Z,12833.0
2024-01-01T09:00:00Z,2023-12-30T02:30:00Z,12084.0
2024-01-01T09:00:00Z,2023-12-30T04:30:00Z,12075.0
2024-01-01T09:00:00Z,2023-12-30T07:30:00Z,12425.0
2024-01-01T09:00:00Z,2023-12-30T09:30:00Z,12422.0
2024-01-01T09:00:00Z,2023-12-30T11:30:00Z,12431.0
2024-01-01T09:00:00Z,2023-12-30T15:30:00Z,12400.0
2024-01-01T09:00:00Z,2023-12-30T18:30:00Z,11918.0
2024-01-01T09:00:00Z,2023-12-30T22:30:00Z,11912.0
2024-01-01T09:00:00Z,2023-12-31T02:30:00Z,11960.0
2024-01-01T09:00:00Z,2023-12-31T04:30:00Z,11954.0
2024-01-01T09:00:00Z,2023-12-31T07:30:00Z,12230.0
2024-01-01T09:00:00Z,2023-12-31T09:30:00Z,12229.0
2024-01-01T09:00:00Z,2023-12-31T11:30:00Z,12215.0
2024-01-01T09:00:00Z,2023-12-31T15:30:00Z,12428.0
2024-01-01T09:00:00Z,2023-12-31T18:30:00Z,12553.0
